一个顶俩 yi'ge'ding'lia
翩翩起舞 pian'pian'qi'wu
载歌载舞 zai'ge'zai'wu
古色古香 gu'se'gu'xiang
所向披靡 suo'xiang'pi'mi
权宜之计 quan'yi'zhi'ji
徇私舞弊 xun'si'wu'bi
始终如一 shi'zhong'ru'yi
喋喋不休 die'die'bu'xiu
分道扬镳 fen'dao'yang'biao
有增无减 you'zeng'wu'jian
偷偷摸摸 tou'tou'mo'mo
献计献策 xian'ji'xian'ce
埋头苦干 mai'tou'ku'gan
明明白白 ming'ming'bai'bai
倾家荡产 qing'jia'dang'chan
民族英雄 min'zu'ying'xiong
变本加厉 bian'ben'jia'li
不容置疑 bu'rong'zhi'yi
拒之门外 ju'zhi'men'wai
风云变幻 feng'yun'bian'huan
大有可为 da'you'ke'wei
形同虚设 xing'tong'xu'she
千里迢迢 qian'li'tiao'tiao
大大咧咧 da'da'lie'lie
悄无声息 qiao'wu'sheng'xi
责无旁贷 ze'wu'pang'dai
一鼓作气 yi'gu'zuo'qi
接连不断 jie'lian'bu'duan
平分秋色 ping'fen'qiu'se
不可一世 bu'ke'yi'shi
千军万马 qian'jun'wan'ma
蜂拥而至 feng'yong'er'zhi
品学兼优 pin'xue'jian'you
一筹莫展 yi'chou'mo'zhan
小道消息 xiao'dao'xiao'xi
死灰复燃 si'hui'fu'ran
拳打脚踢 quan'da'jiao'ti
小心谨慎 xiao'xin'jin'shen
堂而皇之 tang'er'huang'zhi
五湖四海 wu'hu'si'hai
助人为乐 zhu'ren'wei'le
孜孜不倦 zi'zi'bu'juan
不失时机 bu'shi'shi'ji
难以为继 nan'yi'wei'ji
一无所获 yi'wu'suo'huo
铺张浪费 pu'zhang'lang'fei
深恶痛绝 shen'e'tong'jue
本来面目 ben'lai'mian'mu
其乐融融 qi'le'rong'rong
锐意进取 rui'yi'jin'qu
斩钉截铁 zhan'ding'jie'tie
无懈可击 wu'xie'ke'ji
危言耸听 wei'yan'song'ting
行云流水 xing'yun'liu'shui
郁郁葱葱 yu'yu'cong'cong
中流砥柱 zhong'liu'di'zhu
趋之若鹜 qu'zhi'ruo'wu
大有人在 da'you'ren'zai
一去不复返 yi'qu'bu'fu'fan
不置可否 bu'zhi'ke'fou
多才多艺 duo'cai'duo'yi
面面相觑 mian'mian'xiang'qu
毫不留情 hao'bu'liu'qing
沾沾自喜 zhan'zhan'zi'xi
谈何容易 tan'he'rong'yi
有生之年 you'sheng'zhi'nian
回味无穷 hui'wei'wu'qiong
随随便便 sui'sui'bian'bian
胡言乱语 hu'yan'luan'yu
特立独行 te'li'du'xing
高歌猛进 gao'ge'meng'jin
厉行节约 li'xing'jie'yue
志在必得 zhi'zai'bi'de
大功告成 da'gong'gao'cheng
各司其职 ge'si'qi'zhi
两败俱伤 liang'bai'ju'shang
高瞻远瞩 gao'zhan'yuan'zhu
凤毛麟角 feng'mao'lin'jiao
如鱼得水 ru'yu'de'shui
长此以往 zhang'ci'yi'wang
一落千丈 yi'luo'qian'zhang
逢年过节 feng'nian'guo'jie
彻头彻尾 che'tou'che'wei
无可比拟 wu'ke'bi'ni
精神抖擞 jing'shen'dou'sou
一望无际 yi'wang'wu'ji
开门见山 kai'men'jian'shan
生死存亡 sheng'si'cun'wang
尽善尽美 jin'shan'jin'mei
锲而不舍 qie'er'bu'she
不堪回首 bu'kan'hui'shou
子孙后代 zi'sun'hou'dai
大吉大利 da'ji'da'li
财大气粗 cai'da'qi'cu
扬长避短 yang'zhang'bi'duan
前前后后 qian'qian'hou'hou
数以万计 shu'yi'wan'ji
扑面而来 pu'mian'er'lai
天文数字 tian'wen'shu'zi
青山绿水 qing'shan'lv'shui
大行其道 da'xing'qi'dao
尽心尽力 jin'xin'jin'li
姗姗来迟 shan'shan'lai'chi
取长补短 qu'zhang'bu'duan
你死我活 ni'si'wo'huo
陷入困境 xian'ru'kun'jing
长途跋涉 zhang'tu'ba'she
不同凡响 bu'tong'fan'xiang
匆匆忙忙 cong'cong'mang'mang
一意孤行 yi'yi'gu'xing
千差万别 qian'cha'wan'bie
望尘莫及 wang'chen'mo'ji
现身说法 xian'shen'shuo'fa
不解之缘 bu'jie'zhi'yuan
美中不足 mei'zhong'bu'zu
空穴来风 kong'xue'lai'feng
挨家挨户 ai'jia'ai'hu
患得患失 huan'de'huan'shi
欢天喜地 huan'tian'xi'di
走下坡路 zou'xia'po'lu
一马当先 yi'ma'dang'xian
鸡皮疙瘩 ji'pi'ge'da
尽收眼底 jin'shou'yan'di
先声夺人 xian'sheng'duo'ren
一技之长 yi'ji'zhi'zhang
美不胜收 mei'bu'sheng'shou
庞然大物 pang'ran'da'wu
恰如其分 qia'ru'qi'fen
车水马龙 che'shui'ma'long
一分为二 yi'fen'wei'er
出神入化 chu'shen'ru'hua
知己知彼 zhi'ji'zhi'bi
非同小可 fei'tong'xiao'ke
心服口服 xin'fu'kou'fu
灭顶之灾 mie'ding'zhi'zai
名不见经传 ming'bu'jian'jing'chuan
狭路相逢 xia'lu'xiang'feng
对号入座 dui'hao'ru'zuo
恋恋不舍 lian'lian'bu'she
袖手旁观 xiu'shou'pang'guan
大显身手 da'xian'shen'shou
艰苦创业 jian'ku'chuang'
四舍五入 si'she'wu'ru
更胜一筹 geng'sheng'yi'chou
不胜枚举 bu'sheng'mei'ju
手下留情 shou'xia'liu'qing
长大成人 zhang'da'cheng'ren
并驾齐驱 bing'jia'qi'qu
有利可图 you'li'ke'tu
一蹶不振 yi'jue'bu'zhen
扬长而去 yang'zhang'er'qu
日复一日 ri'fu'yi'ri
振奋人心 zhen'fen'ren'xin
不堪重负 bu'kan'zhong'fu
高楼大厦 gao'lou'da'sha
心安理得 xin'an'li'de
独具匠心 du'ju'jiang'xin
勤俭节约 qin'jian'jie'yue
急于求成 ji'yu'qiu'cheng
甚嚣尘上 shen'ao'chen'shang
横行霸道 heng'xing'ba'dao
不务正业 bu'wu'zheng'ye
排兵布阵 pai'bing'bu'zhen
戛然而止 jia'ran'er'zhi
人身攻击 ren'shen'gong'ji
一览无余 yi'lan'wu'yu
温文尔雅 wen'wen'er'ya
深信不疑 shen'xin'bu'yi
稀奇古怪 xi'qi'gu'guai
大饱眼福 da'bao'yan'fu
各抒己见 ge'shu'ji'jian
令人发指 ling'ren'fa'zhi
整整齐齐 zheng'zheng'qi'qi
生动活泼 sheng'dong'huo'po
非同寻常 fei'tong'xun'chang
死去活来 si'qu'huo'lai
哗众取宠 hua'zhong'qu'chong
美轮美奂 mei'lun'mei'huan
独善其身 du'shan'qi'shen
有说有笑 you'shuo'you'xiao
认认真真 ren'ren'zhen'zhen
快快乐乐 kuai'kuai'le'le
千言万语 qian'yan'wan'yu
井井有条 jing'jing'you'tiao
一无是处 yi'wu'shi'chu
如虎添翼 ru'hu'tian'yi
因材施教 yin'cai'shi'jiao
痛不欲生 tong'bu'yu'sheng
呼风唤雨 hu'feng'huan'yu
筋疲力尽 jin'pi'li'jin
天翻地覆 tian'fan'di'fu
雷厉风行 lei'li'feng'xing
吉祥如意 ji'xiang'ru'yi
完完全全 wan'wan'quan'quan
扣人心弦 kou'ren'xin'xian
感慨万千 gan'kai'wan'qian
青梅竹马 qing'mei'zhu'ma
今非昔比 jin'fei'xi'bi
进退两难 jin'tui'liang'nan
忍俊不禁 ren'jun'bu'jin
标新立异 biao'xin'li'yi
拳头产品 quan'tou'chan'pin
天方夜谭 tian'fang'ye'tan
功亏一篑 gong'kui'yi'kui
顾全大局 gu'quan'da'ju
保驾护航 bao'jia'hu'hang
春夏秋冬 chun'xia'qiu'dong
群策群力 qun'ce'qun'li
雄心壮志 xiong'xin'zhuangzhi'zhi
悲欢离合 bei'huan'li'he
自给自足 zi'gei'zi'zu
纵横交错 zong'heng'jiao'cuo
面面俱到 mian'mian'ju'dao
灵机一动 ling'ji'yi'dong
各有千秋 ge'you'qian'qiu
各自为政 ge'zi'wei'zheng
金碧辉煌 jin'bi'hui'huang
日积月累 ri'ji'yue'lei
异想天开 yi'xiang'tian'kai
不假思索 bu'jia'si'suo
用武之地 yong'wu'zhi'di
男女平等 nan'nv'ping'deng
自相矛盾 zi'xiang'mao'dun
如影随形 ru'ying'sui'xing
打下基础 da'xia'ji'chu
剑拔弩张 jian'ba'nu'zhang
光天化日 guang'tian'hua'ri
稳扎稳打 wen'zha'wen'da
不速之客 bu'su'zhi'ke
自负盈亏 zi'fu'ying'kui
冲锋陷阵 chong'feng'xian'zhen
三三两两 san'san'liang'liang
素不相识 su'bu'xiang'shi
千姿百态 qian'zi'bai'tai
真心实意 zhen'xin'shi'yi
众目睽睽 zhong'mu'kui'kui
同心协力 tong'xin'xie'li
心血来潮 xin'xue'lai'chao
不可估量 bu'ke'gu'liang
遥遥无期 yao'yao'wu'qi
不寒而栗 bu'han'er'li
所剩无几 suo'sheng'wu'ji
硕果累累 shuo'guo'lei'lei
狂风暴雨 kuang'feng'bao'yu
万里长城 wan'li'zhang'cheng
扬眉吐气 yang'mei'tu'qi
来势汹汹 lai'shi'xiong'xiong
招兵买马 zhao'bing'mai'ma
见怪不怪 jian'guai'bu'guai
投案自首 tou'an'zi'shou
纸上谈兵 zhi'shang'tan'bing
男男女女 nan'nan'nv'nv
浓墨重彩 nong'mo'zhong'cai
绰绰有余 chao'chao'you'yu
名正言顺 ming'zheng'yan'shun
逃之夭夭 tao'zhi'yao'yao
无话可说 wu'hua'ke'shuo
变废为宝 bian'fei'wei'bao
入不敷出 ru'bu'fu'chu
变幻莫测 bian'huan'mo'ce
进进出出 jin'jin'chu'chu
百思不得其解 bai'si'bu'de'qi'jie
一言一行 yi'yan'yi'xing
群雄逐鹿 qun'xiong'zhu'lu
轻举妄动 qing'ju'wang'dong
过关斩将 guo'guan'zhan'jiang
力挽狂澜 li'wan'kuang'lan
排山倒海 pai'shan'dao'hai
独占鳌头 du'zhan'ao'tou
不负众望 bu'fu'zhong'wang
大红大紫 da'hong'da'zi
当机立断 dang'ji'li'duan
独到之处 du'dao'zhi'chu
炎黄子孙 yan'huang'zi'sun
天衣无缝 tian'yi'wu'feng
才华横溢 cai'hua'heng'yi
冠冕堂皇 guan'mian'tang'huang
圆桌会议 yuan'zhuo'hui'yi
震撼人心 zhen'han'ren'xin
如痴如醉 ru'chi'ru'zui
浑然一体 hun'ran'yi'ti
原来如此 yuan'lai'ru'ci
风风火火 feng'feng'huo'huo
初出茅庐 chu'chu'mao'lu
应接不暇 ying'jie'bu'xia
心力衰竭 xin'li'shuai'jie
不拘一格 bu'ju'yi'ge
心惊肉跳 xin'jing'rou'tiao
富丽堂皇 fu'li'tang'huang
融会贯通 rong'hui'guan'tong
流光溢彩 liu'guang'yi'cai
任劳任怨 ren'lao'ren'yuan
重蹈覆辙 zhong'dao'fu'zhe
半途而废 ban'tu'er'fei
谈笑风生 tan'xiao'feng'sheng
头破血流 tou'po'xue'liu
晴天霹雳 qing'tian'pi'li
石破天惊 shi'po'tian'jing
波澜不惊 bo'lan'bu'jing
救死扶伤 jiu'si'fu'shang
同归于尽 tong'gui'yu'jin
无穷无尽 wu'qiong'wu'jin
死里逃生 si'li'tao'sheng
大失所望 da'shi'suo'wang
好景不长 hao'jing'bu'zhang
分门别类 fen'men'bie'lei
救命稻草 jiu'ming'dao'cao
不可磨灭 bu'ke'mo'mie
无计可施 wu'ji'ke'shi
打成一片 da'cheng'yi'pian
箭在弦上 jian'zai'xian'shang
同心同德 tong'xin'tong'de
沉默寡言 chen'mo'gua'yan
绳之以法 sheng'zhi'yi'fa
风雨无阻 feng'yu'wu'zu
如释重负 ru'shi'zhong'fu
失而复得 shi'er'fu'de
昏昏欲睡 hun'hun'yu'shui
不知所云 bu'zhi'suo'yun
光彩照人 guang'cai'zhao'ren
举世闻名 ju'shi'wen'ming
德高望重 de'gao'wang'zhong
不屈不挠 bu'qu'bu'nao
千呼万唤 qian'hu'wan'huan
实至名归 shi'zhi'ming'gui
命中注定 ming'zhong'zhu'ding
丰功伟绩 feng'gong'wei'ji
肃然起敬 su'ran'qi'jing
摸爬滚打 mo'pa'gun'da
柳暗花明 liu'an'hua'ming
气势磅礴 qi'shi'bang'bo
堂堂正正 tang'tang'zheng'zheng
众望所归 zhong'wang'suo'gui
心知肚明 xin'zhi'du'ming
相对来说 xiang'dui'lai'shuo
毫不客气 hao'bu'ke'qi
省吃俭用 sheng'chi'jian'yong
死心塌地 si'xin'ta'di
不伦不类 bu'lun'bu'lei
举手投足 ju'shou'tou'zu
风和日丽 feng'he'ri'li
翻箱倒柜 fan'xiang'dao'gui
走马上任 zou'ma'shang'ren
浮想联翩 fu'xiang'lian'pian
大开眼界 da'kai'yan'jie
内容提要 nei'rong'ti'yao
形影不离 xing'ying'bu'li
先天不足 xian'tian'bu'zu
面红耳赤 mian'hong'er'chi
引人瞩目 yin'ren'zhu'mu
汗马功劳 han'ma'gong'lao
中规中矩 zhong'gui'zhong'ju
无所不在 wu'suo'bu'zai
按劳分配 an'lao'fen'pei
风尘仆仆 feng'chen'pu'pu
黄金时间 huang'jin'shi'jian
相濡以沫 xiang'ru'yi'mo
一步一个脚印 yi'bu'yi'ge'jiao'yin
十有八九 shi'you'ba'jiu
战无不胜 zhan'wu'bu'sheng
急转直下 ji'zhuan'zhi'xia
一劳永逸 yi'lao'yong'yi
反败为胜 fan'bai'wei'sheng
夜以继日 ye'yi'ji'ri
惟妙惟肖 wei'miao'wei'xiao
继往开来 ji'wang'kai'lai
居安思危 ju'an'si'wei
若有所思 ruo'you'suo'si
无所作为 wu'suo'zuo'wei
成群结队 cheng'qun'jie'dui
谈情说爱 tan'qing'shuo'ai
不可告人 bu'ke'gao'ren
欲罢不能 yu'ba'bu'neng
普普通通 pu'pu'tong'tong
上当受骗 shang'dang'shou'pian
众矢之的 zhong'shi'zhi'de
登峰造极 deng'feng'zao'ji
为时过早 wei'shi'guo'zao
坐立不安 zuo'li'bu'an
大吃大喝 da'chi'da'he
语无伦次 yu'wu'lun'ci
违法乱纪 wei'fa'luan'ji
大有作为 da'you'zuo'wei
鱼龙混杂 yu'long'hun'za
不闻不问 bu'wen'bu'wen
凶多吉少 xiong'duo'ji'shao
辞旧迎新 ci'jiu'ying'xin
气势汹汹 qi'shi'xiong'xiong
无精打采 wu'jing'da'cai
付诸实施 fu'zhu'shi'shi
独领风骚 du'ling'feng'sao
板上钉钉 ban'shang'ding'ding
不甘寂寞 bu'gan'ji'mo
非诚勿扰 fei'cheng'wu'rao
周而复始 zhou'er'fu'shi
一干二净 yi'gan'er'jing
闷闷不乐 men'men'bu'le
稀里糊涂 xi'li'hu'tu
无一例外 wu'yi'li'wai
生生不息 sheng'sheng'bu'xi
一拥而上 yi'yong'er'shang
煞费苦心 sha'fei'ku'xin
开拓创新 kai'ta'chuangxin'xin
百感交集 bai'gan'jiao'ji
半信半疑 ban'xin'ban'yi
从容不迫 cong'rong'bu'po
喜忧参半 xi'you'can'ban
高枕无忧 gao'zhen'wu'you
慷慨激昂 kang'kai'ji'ang
旷日持久 kuang'ri'chi'jiu
不甘落后 bu'gan'luo'hou
朝夕相处 chao'xi'xiang'chu
不依不饶 bu'yi'bu'rao
黯然失色 an'ran'shi'se
始料未及 shi'liao'wei'ji
天南地北 tian'nan'di'bei
无所畏惧 wu'suo'wei'ju
专心致志 zhuan'xin'zhi'zhi
明智之举 ming'zhi'zhi'ju
所见所闻 suo'jian'suo'wen
无稽之谈 wu'ji'zhi'tan
遥相呼应 yao'xiang'hu'ying
矢口否认 shi'kou'fou'ren
踌躇满志 chou'chu'man'zhi
吞吞吐吐 tun'tun'tu'tu
心领神会 xin'ling'shen'hui
对簿公堂 dui'bu'gong'tang
遍体鳞伤 bian'ti'lin'shang
苦口婆心 ku'kou'po'xin
自告奋勇 zi'gao'fen'yong
嗤之以鼻 chi'zhi'yi'bi
指手画脚 zhi'shou'hua'jiao
清正廉洁 qing'zheng'lian'jie
坚韧不拔 jian'ren'bu'ba
勃然大怒 bo'ran'da'nu
惊魂未定 jing'hun'wei'ding
东张西望 dong'zhang'xi'wang
彬彬有礼 bin'bin'you'li
青黄不接 qing'huang'bu'jie
糊里糊涂 hu'li'hu'tu
势如破竹 shi'ru'po'zhu
痛定思痛 tong'ding'si'tong
流离失所 liu'li'shi'suo
叱咤风云 chi'zha'feng'yun
一往无前 yi'wang'wu'qian
垂头丧气 chui'tou'sang'qi
杂乱无章 za'luan'wu'zhang
深不可测 shen'bu'ke'ce
年复一年 nian'fu'yi'nian
施加压力 shi'jia'ya'li
说三道四 shuo'san'dao'si
随遇而安 sui'yu'er'an
而立之年 er'li'zhi'nian
一发不可收拾 yi'fa'bu'ke'shou'shi
一败涂地 yi'bai'tu'di
豪言壮语 hao'yan'zhuangyu'yu
真相大白 zhen'xiang'da'bai
不胫而走 bu'jing'er'zou
引咎辞职 yin'jiu'ci'zhi
无可挑剔 wu'ke'tiao'ti
适可而止 shi'ke'er'zhi
眉飞色舞 mei'fei'se'wu
亡羊补牢 wang'yang'bu'lao
冷冷清清 leng'leng'qing'qing
熠熠生辉 yi'yi'sheng'hui
萎靡不振 wei'mi'bu'zhen
亲密无间 qin'mi'wu'jian
功成名就 gong'cheng'ming'jiu
无孔不入 wu'kong'bu'ru
迥然不同 jiong'ran'bu'tong
身先士卒 shen'xian'shi'cu
严严实实 yan'yan'shi'shi
妙趣横生 miao'qu'heng'sheng
天伦之乐 tian'lun'zhi'le
无地自容 wu'di'zi'rong
忍气吞声 ren'qi'tun'sheng
诗情画意 shi'qing'hua'yi
多多少少 duo'duo'shao'shao
有过之而无不及 you'guo'zhi'er'wu'bu'ji
安定团结 an'ding'tuan'jie
延年益寿 yan'nian'yi'shou
称心如意 cheng'xin'ru'yi
永无止境 yong'wu'zhi'jing
似是而非 shi'shi'er'fei
热气腾腾 re'qi'teng'teng
狼吞虎咽 lang'tun'hu'yan
问心无愧 wen'xin'wu'kui
娓娓道来 wei'wei'dao'lai
痛心疾首 tong'xin'ji'shou
冷嘲热讽 leng'chao're'feng
色彩斑斓 se'cai'ban'lan
相安无事 xiang'an'wu'shi
鸦雀无声 ya'que'wu'sheng
血本无归 xue'ben'wu'gui
和蔼可亲 he'ai'ke'qin
卧薪尝胆 wo'xin'chang'dan
张牙舞爪 zhang'ya'wu'zhao
人心惶惶 ren'xin'huang'huang
风花雪月 feng'hua'xue'yue
一反常态 yi'fan'chang'tai
不温不火 bu'wen'bu'huo
疲于奔命 pi'yu'ben'ming
年事已高 nian'shi'yi'gao
一举成名 yi'ju'cheng'ming
乐于助人 le'yu'zhu'ren
孤注一掷 gu'zhu'yi'zhi
波涛汹涌 bo'tao'xiong'yong
繁荣昌盛 fan'rong'chang'sheng
翻山越岭 fan'shan'yue'ling
难以忍受 nan'yi'ren'shou
如痴如狂 ru'chi'ru'kuang
不可同日而语 bu'ke'tong'ri'er'yu
想入非非 xiang'ru'fei'fei
愤愤不平 fen'fen'bu'ping
空空如也 kong'kong'ru'ye
恭恭敬敬 gong'gong'jing'jing
拾金不昧 shi'jin'bu'mei
前无古人 qian'wu'gu'ren
一统天下 yi'tong'tian'xia
怨声载道 yuan'sheng'zai'dao
三缄其口 san'jian'qi'kou
据为己有 ju'wei'ji'you
街头巷尾 jie'tou'xiang'wei
化为乌有 hua'wei'wu'you
百折不挠 bai'zhe'bu'nao
软硬兼施 ruan'ying'jian'shi
厚积薄发 hou'ji'bao'fa
你来我往 ni'lai'wo'wang
神采奕奕 shen'cai'yi'yi
心花怒放 xin'hua'nu'fang
惊涛骇浪 jing'tao'hai'lang
包罗万象 bao'luo'wan'xiang
炉火纯青 lu'huo'chun'qing
驾轻就熟 jia'qing'jiu'shu
僧多粥少 seng'duo'zhou'shao
一窍不通 yi'qiao'bu'tong
一臂之力 yi'bi'zhi'li
画龙点睛 hua'long'dian'jing
天寒地冻 tian'han'di'dong
鸟语花香 niao'yu'hua'xiang
如数家珍 ru'shu'jia'zhen
开花结果 kai'hua'jie'guo
粉身碎骨 fen'shen'sui'gu
言传身教 yan'chuan'shen'jiao
英姿飒爽 ying'zi'sa'shuang
休养生息 xiu'yang'sheng'xi
时过境迁 shi'guo'jing'qian
龙马精神 long'ma'jing'shen
不可理喻 bu'ke'li'yu
柴米油盐 chai'mi'you'yan
不期而遇 bu'qi'er'yu
设身处地 she'shen'chu'di
如履薄冰 ru'lv'bao'bing
呕心沥血 ou'xin'li'xue
原班人马 yuan'ban'ren'ma
川流不息 chuan'liu'bu'xi
粉墨登场 fen'mo'deng'chang
可歌可泣 ke'ge'ke'qi
操之过急 cao'zhi'guo'ji
何足道哉 he'zu'dao'zai
一路顺风 yi'lu'shun'feng
满载而归 man'zai'er'gui
嘘寒问暖 xu'han'wen'nuan
热热闹闹 re're'nao'nao
同甘共苦 tong'gan'gong'ku
猝不及防 cu'bu'ji'fang
子虚乌有 zi'xu'wu'you
各执一词 ge'zhi'yi'ci
开拓进取 kai'ta'jin'qu
翻来覆去 fan'lai'fu'qu
模棱两可 mo'leng'liang'ke
山清水秀 shan'qing'shui'xiu
混为一谈 hun'wei'yi'tan
玩世不恭 wan'shi'bu'gong
大可不必 da'ke'bu'bi
荡气回肠 dang'qi'hui'chang
愁眉苦脸 chou'mei'ku'lian
奋发有为 fen'fa'you'wei
判若两人 pan'ruo'liang'ren
与世隔绝 yu'shi'ge'jue
旁若无人 pang'ruo'wu'ren
不省人事 bu'sheng'ren'shi
晕头转向 yun'tou'zhuan'xiang
精力充沛 jing'li'chong'pei
兴旺发达 xing'wang'fa'da
鼎力支持 ding'li'zhi'chi
顶天立地 ding'tian'li'di
华而不实 hua'er'bu'shi
必经之路 bi'jing'zhi'lu
内忧外患 nei'you'wai'huan
行尸走肉 xing'shi'zou'rou
小巧玲珑 xiao'qiao'ling'long
夕阳西下 xi'yang'xi'xia
支支吾吾 zhi'zhi'wu'wu
慕名而来 mu'ming'er'lai
讳莫如深 hui'mo'ru'shen
谢天谢地 xie'tian'xie'di
一丝一毫 yi'si'yi'hao
因势利导 yin'shi'li'dao
言简意赅 yan'jian'yi'gai
欲哭无泪 yu'ku'wu'lei
空无一人 kong'wu'yi'ren
十面埋伏 shi'mian'mai'fu
星罗棋布 xing'luo'qi'bu
昏迷不醒 hun'mi'bu'xing
无法无天 wu'fa'wu'tian
蔚然成风 wei'ran'cheng'feng
公平合理 gong'ping'he'li
不过如此 bu'guo'ru'ci
忠心耿耿 zhong'xin'geng'geng
熟视无睹 shu'shi'wu'du
有血有肉 you'xue'you'rou
不明不白 bu'ming'bu'bai
堆积如山 dui'ji'ru'shan
勤勤恳恳 qin'qin'ken'ken
一事无成 yi'shi'wu'cheng
小桥流水 xiao'qiao'liu'shui
简明扼要 jian'ming'e'yao
灰飞烟灭 hui'fei'yan'mie
平等互利 ping'deng'hu'li
慢条斯理 man'tiao'si'li
怨天尤人 yuan'tian'you'ren
一代宗师 yi'dai'zong'shi
装模作样 zhuang''zuo'yang
求同存异 qiu'tong'cun'yi
有章可循 you'zhang'ke'xun
自暴自弃 zi'bao'zi'qi
穿针引线 chuan'zhen'yin'xian
暴饮暴食 bao'yin'bao'shi
前功尽弃 qian'gong'jin'qi
奋起直追 fen'qi'zhi'zhui
敬而远之 jing'er'yuan'zhi
轻重缓急 qing'zhong'huan'ji
约定俗成 yue'ding'su'cheng
长生不老 zhang'sheng'bu'lao
活灵活现 huo'ling'huo'xian
心烦意乱 xin'fan'yi'luan
满不在乎 man'bu'zai'hu
杞人忧天 qi'ren'you'tian
亲眼目睹 qin'yan'mu'du
刀光剑影 dao'guang'jian'ying
明察暗访 ming'cha'an'fang
诚实守信 cheng'shi'shou'xin
满怀信心 man'huai'xin'xin
三五成群 san'wu'cheng'qun
大摇大摆 da'yao'da'bai
湖光山色 hu'guang'shan'se
整装待发 zheng'zhuang''fa
灵丹妙药 ling'dan'miao'yao
灯红酒绿 deng'hong'jiu'lv
野心勃勃 ye'xin'bo'bo
振兴中华 zhen'xing'zhong'hua
守株待兔 shou'zhu'dai'tu
浑身解数 hun'shen'jie'shu
千山万水 qian'shan'wan'shui
威风凛凛 wei'feng'lin'lin
挖空心思 wa'kong'xin'si
地地道道 di'di'dao'dao
价值连城 jia'zhi'lian'cheng
发人深省 fa'ren'shen'sheng
不慌不忙 bu'huang'bu'mang
兴风作浪 xing'feng'zuo'lang
千钧一发 qian'jun'yi'fa
有恃无恐 you'shi'wu'kong
釜底抽薪 fu'di'chou'xin
春风得意 chun'feng'de'yi
两全其美 liang'quan'qi'mei
落井下石 luo'jing'xia'shi
引以为戒 yin'yi'wei'jie
真知灼见 zhen'zhi'zhuo'jian
茁壮成长 zhuo'zhuangcheng'cheng'zhang
牟取暴利 mou'qu'bao'li
左邻右舍 zuo'lin'you'she
团结一致 tuan'jie'yi'zhi
稍纵即逝 shao'zong'ji'shi
怒不可遏 nu'bu'ke'e
破釜沉舟 po'fu'chen'zhou
一飞冲天 yi'fei'chong'tian
明争暗斗 ming'zheng'an'dou
完美无缺 wan'mei'wu'que
万众瞩目 wan'zhong'zhu'mu
汗流浃背 han'liu'jia'bei
鬼鬼祟祟 gui'gui'sui'sui
潸然泪下 shan'ran'lei'xia
花花绿绿 hua'hua'lv'lv
另辟蹊径 ling'pi'qi'jing
新生力量 xin'sheng'li'liang
自知之明 zi'zhi'zhi'ming
精疲力竭 jing'pi'li'jie
平起平坐 ping'qi'ping'zuo
门当户对 men'dang'hu'dui
痛痛快快 tong'tong'kuai'kuai
腰酸背痛 yao'suan'bei'tong
耳濡目染 er'ru'mu'ran
回心转意 hui'xin'zhuan'yi
承前启后 cheng'qian'qi'hou
心心相印 xin'xin'xiang'yin
平淡无奇 ping'dan'wu'qi
漏洞百出 lou'dong'bai'chu
心惊胆战 xin'jing'dan'zhan
摇摇晃晃 yao'yao'huang'huang
人声鼎沸 ren'sheng'ding'fei
偃旗息鼓 yan'qi'xi'gu
奋发向上 fen'fa'xiang'shang
名目繁多 ming'mu'fan'duo
平心而论 ping'xin'er'lun
完好无损 wan'hao'wu'sun
不出所料 bu'chu'suo'liao
海市蜃楼 hai'shi'shen'lou
顺藤摸瓜 shun'teng'mo'gua
无可救药 wu'ke'jiu'yao
神出鬼没 shen'chu'gui'mei
艰难险阻 jian'nan'xian'zu
感人至深 gan'ren'zhi'shen
空中楼阁 kong'zhong'lou'ge
步步为营 bu'bu'wei'ying
左顾右盼 zuo'gu'you'pan
求之不得 qiu'zhi'bu'de
苦心经营 ku'xin'jing'ying
物是人非 wu'shi'ren'fei
轰动一时 hong'dong'yi'shi
风雨飘摇 feng'yu'piao'yao
落荒而逃 luo'huang'er'tao
花言巧语 hua'yan'qiao'yu
吃吃喝喝 chi'chi'he'he
忙忙碌碌 mang'mang'lu'lu
变化多端 bian'hua'duo'duan
有口皆碑 you'kou'jie'bei
打起精神 da'qi'jing'shen
置若罔闻 zhi'ruo'wang'wen
催人泪下 cui'ren'lei'xia
势力范围 shi'li'fan'wei
雷霆万钧 lei'ting'wan'jun
浴血奋战 yu'xue'fen'zhan
金童玉女 jin'tong'yu'nv
骇人听闻 hai'ren'ting'wen
声嘶力竭 sheng'si'li'jie
近在眼前 jin'zai'yan'qian
危机四伏 wei'ji'si'fu
不可缺少 bu'ke'que'shao
望而生畏 wang'er'sheng'wei
光明磊落 guang'ming'lei'luo
勃勃生机 bo'bo'sheng'ji
风云突变 feng'yun'tu'bian
风度翩翩 feng'du'pian'pian
自食其力 zi'shi'qi'li
满腔热情 man'qiang're'qing
背井离乡 bei'jing'li'xiang
安安静静 an'an'jing'jing
峰回路转 feng'hui'lu'zhuan
承上启下 cheng'shang'qi'xia
五光十色 wu'guang'shi'se
见缝插针 jian'feng'cha'zhen
过意不去 guo'yi'bu'qu
心照不宣 xin'zhao'bu'xuan
他山之石 ta'shan'zhi'shi
四分五裂 si'fen'wu'lie
